iter	Logloss
356	0.6460699357	357	0.646069358	0358	0.64606359	0.359	0.64606360	0.6460159995
361	0.6460159888
362	0.6460159888
363	0.6460158858
364	0.6460158893
365	0.6460159
366	0.6460159071
367	0.6460158858
368	0.6460158715
369	0.6460158715
370	0.6460158573
371	0.6460158609
372	0.6460158502
373	0.6460158573
374	0.6460158396
375	0.6460158609
376	0.6460158502
377	0.6460158609
378	0.6460158609
379	0.6460158609
380	0.646015868
381	0.6460158644
382	0.6460158502
383	0.6460158538
384	0.6460158467
385	0.6460158076
386	0.646015804
387	0.646015804
388	0.6460158076
389	0.6460157827
390	0.6460157862
391	0.6460157756
392	0.6460157756
393	0.6460157542
394	0.6460157542
395	0.6460157614
396	0.6460157436
397	0.6460157116
398	0.6460157187
399	0.6460157258
400	0.6460156974
401	0.6460156903
402	0.6460156832
403	0.6460156689
404	0.646015676
405	0.6460156903
406	0.6460156796
407	0.6460156618
408	0.6460156654
409	0.6460156618
410	0.6460156654
411	0.6460156654
412	0.6460156654
413	0.6460156654
414	0.6460156263
415	0.6460156227
416	0.6460156441
417	0.6460156334
418	0.6460156298
419	0.6460156405
420	0.6460156369
421	0.6460155694
422	0.6460155659
423	0.6460155587
424	0.646015573
425	0.646015573
426	0.646015573
427	0.646015573
428	0.646015573
429	0.6460155161
430	0.6460155054
431	0.6460155125
432	0.6460155125
433	0.6460154948
434	0.6460155125
435	0.6460155125
436	0.6460155125
437	0.6460155019
438	0.6460155125
439	0.6460154805
440	0.6460154983
441	0.6460154983
442	0.6460155125
443	0.6460155125
444	0.6460154628
445	0.6460154414
446	0.6460154592
447	0.6460154379
448	0.6460154379
449	0.6460154486
450	0.6460154699
451	0.6460154414
452	0.6460154343
453	0.6460154343
454	0.6460154343
455	0.6460154166
456	0.646015413
457	0.6460154414
458	0.6460154308
459	0.6460154414
460	0.6460154414
461	0.6460154237
462	0.6460154308
463	0.646015445
464	0.646015445
465	0.6460153952
466	0.6460154059
467	0.6460153917
468	0.6460153917
469	0.6460153952
470	0.6460153988
471	0.6460153988
472	0.6460153988
473	0.6460154023
474	0.6460153988
475	0.6460154059
476	0.6460153988
477	0.646015413
478	0.6460153952
479	0.6460153952
480	0.6460153952
481	0.6460153917
482	0.6460153846
483	0.6460153881
484	0.6460153846
485	0.6460154059
486	0.6460154059
487	0.6460154023
488	0.6460154023
489	0.6460153952
490	0.6460153846
491	0.6460153952
492	0.6460153881
493	0.6460153775
494	0.6460153881
495	0.6460153881
496	0.646015381
497	0.6460153775
498	0.6460153988
499	0.6460153846
500	0.646015381
501	0.6460153775
502	0.6460153775
503	0.6460153881
504	0.6460153704
505	0.6460153846
506	0.6460153739
507	0.6460153775
508	0.6460153632
509	0.6460153632
510	0.6460153632
511	0.6460153704
512	0.6460153561
513	0.6460153704
514	0.6460153526
515	0.646015349
516	0.6460153597
517	0.6460153632
518	0.6460153064
519	0.6460153135
520	0.6460153455
521	0.6460153348
522	0.6460153277
523	0.6460153241
524	0.6460153277
525	0.6460153241
526	0.6460153241
527	0.6460153313
528	0.6460153206
529	0.6460153206
530	0.6460153241
531	0.646015317
532	0.6460153241
533	0.6460153241
534	0.6460153241
535	0.6460153313
536	0.6460153277
537	0.6460153206
538	0.6460153206
539	0.646015317
540	0.6460153313
541	0.6460153313
542	0.6460153313
543	0.6460153313
544	0.6460153313
545	0.6460153241
546	0.6460153206
547	0.6460153135
548	0.6460153135
549	0.6460153064
550	0.6460153064
551	0.646015317
552	0.646015317
553	0.6460153135
554	0.6460153064
555	0.6460153099
556	0.6460153099
557	0.6460153099
558	0.6460153099
559	0.6460152673
560	0.6460152708
561	0.6460152779
562	0.6460152744
563	0.6460152708
564	0.6460152815
565	0.6460152779
566	0.6460152424
567	0.6460152211
568	0.6460152068
569	0.6460152068
570	0.6460152317
571	0.6460152317
572	0.6460152317
573	0.6460152317
574	0.6460152317
575	0.6460152317
576	0.6460152033
577	0.6460152033
578	0.6460152104
579	0.6460151997
580	0.6460152175
581	0.6460152211
582	0.6460152211
583	0.6460152211
584	0.6460152104
585	0.6460151926
586	0.6460152068
587	0.6460152068
588	0.6460152068
589	0.6460152175
590	0.6460152068
591	0.6460152068
592	0.6460152068
593	0.6460152033
594	0.6460152033
595	0.6460152033
596	0.6460152068
597	0.6460151997
598	0.6460152033
599	0.6460152033
600	0.6460151962
601	0.646015214
602	0.6460152246
603	0.646015214
604	0.6460152282
605	0.6460152068
606	0.6460151926
607	0.6460151997
608	0.6460152104
609	0.6460152033
610	0.646015214
611	0.6460152033
612	0.6460151997
613	0.6460151962
614	0.646015214
615	0.6460151962
616	0.6460151962
617	0.6460151962
618	0.6460151962
619	0.6460152104
620	0.6460151997
621	0.6460151962
622	0.6460151962
623	0.6460151926
624	0.6460151891
625	0.6460151997
626	0.6460151891
627	0.6460151749
628	0.646015182
629	0.6460151677
630	0.6460151855
631	0.6460152068
632	0.6460151926
633	0.6460151891
634	0.6460151749
635	0.6460152104
636	0.6460152068
637	0.6460151962
638	0.6460151891
639	0.6460151855
640	0.6460152068
641	0.6460152033
642	0.6460151962
643	0.6460151891
644	0.6460151784
645	0.646015182
646	0.6460151855
647	0.6460151855
648	0.6460151855
649	0.6460151642
650	0.6460151784
651	0.6460151749
652	0.646015182
653	0.646015182
654	0.6460151749
655	0.6460151749
656	0.6460151713
657	0.6460151713
658	0.6460151784
659	0.6460151713
660	0.6460151642
661	0.6460151749
662	0.6460151784
663	0.6460151713
664	0.6460151713
665	0.6460151713
666	0.6460151749
667	0.6460151713
668	0.6460151784
669	0.6460151642
670	0.6460151926
671	0.6460151606
672	0.6460151642
673	0.6460151749
674	0.6460151642
675	0.6460151713
676	0.6460151713
677	0.646015182
678	0.646015182
679	0.6460151713
680	0.6460151677
681	0.6460151784
682	0.6460151784
683	0.6460151784
684	0.6460151713
685	0.6460151749
686	0.6460151677
687	0.6460151749
688	0.6460151713
689	0.6460151642
690	0.6460151642
691	0.6460151642
692	0.6460151642
693	0.6460151642
694	0.6460151784
695	0.6460151677
696	0.6460151606
697	0.6460151642
698	0.6460151606
699	0.6460151606
700	0.6460151642
701	0.6460151642
702	0.6460151784
703	0.6460151642
704	0.6460151571
705	0.6460151642
706	0.646015182
707	0.6460151642
708	0.6460151606
709	0.6460151713
710	0.6460151713
711	0.6460151713
712	0.6460151571
713	0.6460151535
714	0.6460151464
715	0.6460151642
716	0.6460151571
717	0.64601515
718	0.6460151571
719	0.6460151464
720	0.6460151606
721	0.6460151606
722	0.6460151642
723	0.6460151571
724	0.6460151535
725	0.6460151535
726	0.6460151606
727	0.6460151642
728	0.6460151642
729	0.6460151606
730	0.6460151393
731	0.6460151393
732	0.6460151429
733	0.6460151464
734	0.6460151464
735	0.6460151464
736	0.64601515
737	0.6460151393
738	0.64601515
739	0.6460151358
740	0.6460151606
741	0.6460151606
742	0.6460151535
743	0.6460151606
744	0.6460151606
745	0.6460151429
746	0.6460151464
747	0.6460151393
748	0.6460151429
749	0.6460151429
750	0.6460151429
751	0.6460151429
752	0.6460151429
753	0.64601515
754	0.6460151429
755	0.6460151358
756	0.6460151286
757	0.6460151429
758	0.64601515
759	0.64601515
760	0.6460151464
761	0.6460151429
762	0.6460151322
763	0.6460151358
764	0.6460151358
765	0.6460151322
766	0.6460151322
767	0.6460151109
768	0.6460151322
769	0.6460151322
770	0.6460151464
771	0.6460151464
772	0.6460151464
773	0.6460151322
774	0.6460151286
775	0.6460151464
776	0.6460151571
777	0.6460151571
778	0.6460151464
779	0.6460151322
780	0.6460151464
781	0.6460151109
782	0.6460151144
783	0.6460151109
784	0.6460151038
785	0.6460151073
786	0.646015118
787	0.646015118
788	0.6460151109
789	0.6460151215
790	0.6460151002
791	0.6460151002
792	0.6460151109
793	0.6460151109
794	0.6460151073
795	0.6460151038
796	0.6460151109
797	0.6460151002
798	0.6460151002
799	0.6460151002
800	0.6460150967
801	0.6460151002
802	0.6460151002
803	0.6460151038
804	0.6460150967
805	0.6460150967
806	0.6460151002
807	0.6460151038
808	0.6460150967
809	0.6460150931
810	0.6460151002
811	0.6460150967
812	0.6460150967
813	0.6460150967
814	0.6460150967
815	0.6460151109
816	0.6460151002
817	0.6460150931
818	0.646015086
819	0.6460151002
820	0.6460150931
821	0.6460150967
822	0.6460150967
823	0.646015086
824	0.6460150718
825	0.6460151073
826	0.6460151002
827	0.6460150931
828	0.6460150824
829	0.6460150895
830	0.6460150931
831	0.6460151002
832	0.6460151002
833	0.6460151073
834	0.6460150824
835	0.6460150718
836	0.6460150718
837	0.6460150824
838	0.6460150824
839	0.6460150931
840	0.6460150824
841	0.646015086
842	0.6460150967
843	0.6460151215
844	0.6460151109
845	0.646015086
846	0.6460150789
847	0.6460150931
848	0.6460150967
849	0.6460150931
850	0.6460150967
851	0.646015086
852	0.6460150824
853	0.6460150967
854	0.6460150967
855	0.6460150967
856	0.6460150931
857	0.6460150931
858	0.6460150931
859	0.6460150967
860	0.6460150895
861	0.6460150789
862	0.6460150789
863	0.6460150753
864	0.6460150895
865	0.6460150931
866	0.6460150931
867	0.6460151038
868	0.646015086
869	0.6460150967
870	0.6460150789
871	0.6460150789
872	0.6460150789
873	0.6460151073
874	0.6460150967
875	0.6460150967
876	0.6460151002
877	0.6460151038
878	0.6460151002
879	0.6460151002
880	0.6460150718
881	0.6460150753
882	0.6460150753
883	0.6460150824
884	0.646015086
885	0.6460150753
886	0.6460150718
887	0.6460150753
888	0.6460150647
889	0.6460150789
890	0.6460150753
891	0.6460150753
892	0.6460150753
893	0.6460150824
894	0.6460150789
895	0.6460150398
896	0.6460150398
897	0.6460150398
898	0.6460150504
899	0.6460150433
900	0.6460150576
901	0.6460150469
902	0.6460150469
903	0.6460150469
904	0.6460150504
905	0.6460150398
906	0.6460150398
907	0.6460150398
908	0.6460150327
909	0.6460150362
910	0.6460150362
911	0.6460150433
912	0.6460150504
913	0.6460150362
914	0.6460150362
915	0.6460150327
916	0.6460150362
917	0.6460150469
918	0.6460150504
919	0.6460150469
920	0.6460150433
921	0.6460150576
922	0.6460150576
923	0.6460150576
924	0.6460150576
925	0.6460150433
926	0.6460150433
927	0.6460150469
928	0.6460150469
929	0.6460150504
930	0.6460150398
931	0.6460150398
932	0.6460150398
933	0.646015054
934	0.6460150469
935	0.6460150433
936	0.6460150469
937	0.6460150433
938	0.6460150398
939	0.6460150327
940	0.6460150504
941	0.6460150433
942	0.6460150398
943	0.6460150327
944	0.6460150504
945	0.6460150398
946	0.6460150433
947	0.6460150469
948	0.6460150433
949	0.6460150469
950	0.6460150469
951	0.6460150433
952	0.646015054
953	0.6460150469
954	0.6460150504
955	0.6460150433
956	0.6460150327
957	0.6460150362
958	0.6460150362
959	0.6460150362
960	0.6460150362
961	0.6460150362
962	0.6460150362
963	0.6460150362
964	0.6460150469
965	0.6460150327
966	0.6460150469
967	0.6460150362
968	0.6460150469
969	0.6460150291
970	0.6460150362
971	0.6460150327
972	0.6460150362
973	0.6460150433
974	0.6460150398
975	0.6460150362
976	0.6460150433
977	0.6460150185
978	0.6460149971
979	0.6460150042
980	0.6460150185
981	0.646015022
982	0.6460150185
983	0.646015022
984	0.6460150185
985	0.6460150185
986	0.6460150042
987	0.6460150042
988	0.6460150185
989	0.6460150185
990	0.6460150042
991	0.6460150042
992	0.646015022
993	0.6460150185
994	0.6460150185
995	0.6460150113
996	0.6460150149
997	0.6460150078
998	0.6460150078
999	0.6460150078
.6460693687
999	0.6460693687
311346
0.6459792729
999	0.6459792729
